service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
ANUM:ANEO306:306:306SAARR0325:O:50,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:51,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:54,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:56,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:57,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:60,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:62,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:64,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:66,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:68,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:70,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:O:72,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:2,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:4,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:5,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:7,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:8,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:10,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:12,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:14,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:16,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:18,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:20,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:22,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:24,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:26,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:28,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:30,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:32,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:34,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:36,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:38,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:40,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:42,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:44,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:46,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:48,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:50,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:52,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:54,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:56,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:58,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:60,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:62,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:64,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:66,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:68,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:70,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:72,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SAARR0325:I:74,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:2,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:4,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:6,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:8,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:10,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:12,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:14,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:16,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:18,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:20,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:22,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:24,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:26,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:28,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:30,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:32,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:34,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:36,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:38,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:40,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:42,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:44,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:46,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:48,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:50,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:O:52,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:2,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:4,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:6,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:8,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:10,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:12,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:14,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:16,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:18,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:20,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:22,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:24,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:26,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:28,0,0,0,0,0,0,1,20250831,20251223
