Depot,Allocated Depot,OperatingDepotCode,FleetNo,RegNumber,VehicleType Equinox,VehicleGroupDescription,VehicleAllocation,Branding,Service Specific Vehicle Type,Vehicle Class(HxGN),,,,,,,
Washington,Washington,WASH,5363,BX63BCZ,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5364,BX63BDE,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5365,BX63BDF,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5366,BX63BDO,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5367,BX63BDU,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5368,BX63BDV,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5457,NK66EWF,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5458,NK66EWH,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5459,NK66EWJ,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5461,NK66EWM,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5462,NK66EWN,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5463,NK17GHO,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5464,NK17GHU,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5465,NK17GHV,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5467,NK17GHY,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5468,NK17GHZ,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5469,NK17GJE,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,6155,LJ62KOX,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6186,MX07BSO,Volvo B9TL Eclipse Gemini D9B Ecolife 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6187,MX07BSU,Volvo B9TL Eclipse Gemini D9B Ecolife 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6208,LX59CYV,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6209,LX59CYW,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6213,LX59CZB,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6214,LX59CZC,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6215,LX59CZD,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6301,NK16BXA,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6302,NK16BXB,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6303,NK16BXC,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6304,NK16BXD,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6305,NK16BXE,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6306,NK16BXF,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6307,NK16BXG,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6331,NK67GNZ,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6332,NK67GOA,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6333,NK67GOC,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6364,NK70BYA,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6365,NK70BYB,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6366,NK70BYC,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6367,NK70BYD,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6368,NK70BYF,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6369,NK70BYG,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Deptford,DEPT,6370,NK70BYH,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6371,NK70BYM,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6372,NK70BYO,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6373,NK70BYP,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6374,NK70BYR,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6375,NK70BYT,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,6376,NK70BYU,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Washington,Washington,WASH,8315,NK10GOH,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,6188,GX03SUY,Volvo B9TL Eclipse Gemini D9B Ecolife 10.4 4,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6385,MA75CSU,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6386,MA75CSV,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6387,MA75CSX,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6388,MA75CZS,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6389,MA75CTE,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6390,MA75CTV,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6391,MA75CTX,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6392,MA75CTZ,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6393,MA75CUC,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6394,MA75EOK,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6395,MA75EOL,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Washington,WASH,6396,MA75EOM,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
Saltmeadows Road Stores,,SMRS,133,NX58FJY,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,618,NK55RUV,ADL Dart Pointer 2 ISBe4 AT545 8.8 3,Single Deck,Stage Carriage,,SDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,625,NK11HBB,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,626,NK61DBX,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,627,NK61DBY,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,631,NK61FEU,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,633,NK61FEX,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,634,NK61FJO,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,643,NL63XZP,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,691,YJ13HNW,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,692,YJ13HNX,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,694,YJ13HNZ,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,695,YJ13HOA,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,696,YJ13HOH,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,719,YJ62FME,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,720,YJ62FYH,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,722,KY63VTA,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,724,YJ13HMY,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Saltmeadows Road Stores,,SMRS,1008,EA60SZW,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1033,NA13EKH,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1042,EY67WTN,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1043,EY67WVC,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1044,EY67WTD,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1045,EY67WTU,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1047,EY67WUP,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1048,EY67WUX,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1049,EY67WVF,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1050,EY67WVK,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1051,EY67WVZ,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1052,EY67WWF,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1053,EY67WWJ,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1054,EY67WWO,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1055,EY67WXR,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1056,EY67WXT,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1057,EY67WXU,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1058,EY67WXS,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1059,EY67WYA,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,1062,EY67WVM,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Go North East Reserve Fleet,,GNERF,3201,MX07BPY,Volvo B9TL Eclipse Gemini D9B Ecolife 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,3202,MX07BPZ,Volvo B9TL Eclipse Gemini D9B Ecolife 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,3983,PJ02PZL,Volvo B7TL Vyking D7C D863.3 10.4 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,3995,GX03SSZ,Scania N94UD Omnidekka DC902 4HP592 10.8 3 OTC,Double Deck - Open Top Convertible,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,3997,REGX591EGK,Volvo B7TL President D7C 5HP502 10 2,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,3999,X594EGK,Volvo B7TL President D7C 5HP502 10 2,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4938,NK51OKX,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4944,NK51OLH,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4947,NK51OLN,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4948,NK51OLO,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4961,NL52WVS,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Driver Training,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4967,NK53UNT,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,4969,NK53UNV,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5201,NK54NUU,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5202,NK54NUV,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5206,NK54NVA,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5213,NK54NVH,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5214,NK54NVJ,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5215,NK54NVL,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5216,NK54NVM,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5217,NK54NVN,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5221,NK54NVU,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5222,NK54NVV,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5224,NK54NVX,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5227,NK54NWA,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5228,NK54NWB,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5230,NK55OLH,Scania L94UB Solar DC901 4HP502 12 3,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5236,NK56KHD,Scania CN230UB Omnicity DC916 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5247,NK56KHT,Scania CN230UB Omnicity DC916 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5257,NK56KJJ,Scania CN230UB Omnicity DC916 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5260,NK56KJU,Scania CN230UB Omnicity DC916 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5262,NK56KJX,Scania CN230UB Omnicity DC916 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5283,NK07KPU,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5284,NK08CFP,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5285,NK08CFU,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5286,NK08CFV,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5288,NK08CFZ,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5290,NK08CGF,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5292,NK08CGO,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5294,NK08CGV,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5295,NK08CGX,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5296,NK08CGY,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5297,NK08CGZ,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5304,NK08CHL,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5324,NK58DWA,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5325,NK58DWC,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5326,NK58DWD,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5337,HF06FUA,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5338,HF06FUB,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5482,HW07CXS,Mercedes 0530N Citaro OM906hLA 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5483,HW07CXT,Mercedes 0530N Citaro OM906hLA 5HP502 12 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5489,NK69FBA,ADL Enviro 200 Enviro 200 ISB4.5 D824.6 11.6 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5507,YJ62FFB,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,5508,YJ62FLD,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6010,V310LGC,Volvo B7TL President D7C 5HP500 10 2,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6056,NK62CBV,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6057,NK62CCV,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6058,NK62CCY,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6059,NK62CEN,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6060,NK62CFN,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6061,NK62CJE,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6062,NK62CJJ,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6063,NK62CKC,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6065,NK62CME,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6066,NK62CYC,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6067,NK62CYE,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6068,NK62CYF,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6069,NK62CZA,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
